id,growth_rate,height,timestamp,date
1,5.660377358490576,5.04,1532501389,2018-07-25 06:49:49
2,9.67741935483871,6.12,1532501389,2018-07-25 06:49:49
3,6.796116504854377,9.9,1532501389,2018-07-25 06:49:49
4,2.6666666666666625,6.93,1532501389,2018-07-25 06:49:49
5,19.23076923076924,2.79,1532501389,2018-07-25 06:49:49
6,6.451612903225796,5.9399999999999995,1532501389,2018-07-25 06:49:49
7,4.545454545454539,8.28,1532501389,2018-07-25 06:49:49
8,-10.937499999999998,5.13,1532501389,2018-07-25 06:49:49
9,5.882352941176461,6.4799999999999995,1532501389,2018-07-25 06:49:49
10,9.859154929577464,7.02,1532501389,2018-07-25 06:49:49
11,6.542056074766364,10.26,1532501389,2018-07-25 06:49:49
12,-3.7974683544303742,6.84,1532501389,2018-07-25 06:49:49
13,7.4766355140186995,10.35,1532501389,2018-07-25 06:49:49
14,-3.0612244897959338,8.549999999999999,1532501389,2018-07-25 06:49:49
15,0.0,4.859999999999999,1532501389,2018-07-25 06:49:49
16,11.111111111111112,9.9,1532501389,2018-07-25 06:49:49
17,9.395973154362416,14.67,1532501389,2018-07-25 06:49:49
18,11.475409836065571,12.24,1532501389,2018-07-25 06:49:49
19,1.72413793103448,10.62,1532501389,2018-07-25 06:49:49
20,9.302325581395346,8.459999999999999,1532501389,2018-07-25 06:49:49
21,0.0,8.01,1532501389,2018-07-25 06:49:49
22,-2.325581395348834,3.78,1532501389,2018-07-25 06:49:49
23,7.407407407407415,10.44,1532501389,2018-07-25 06:49:49
24,-4.444444444444453,11.61,1532501389,2018-07-25 06:49:49
25,11.666666666666666,6.029999999999999,1532501389,2018-07-25 06:49:49
26,2.040816326530609,4.5,1532501389,2018-07-25 06:49:49
27,8.441558441558442,15.03,1532501389,2018-07-25 06:49:49
28,8.474576271186445,5.76,1532501389,2018-07-25 06:49:49
29,7.6923076923077,5.04,1532501389,2018-07-25 06:49:49
30,4.672897196261694,10.08,1532501389,2018-07-25 06:49:49
31,1.4925373134328483,6.12,1532501389,2018-07-25 06:49:49
32,1.5624999999999976,5.85,1532501389,2018-07-25 06:49:49
33,0.0,8.1,1532501389,2018-07-25 06:49:49
34,0.0,13.95,1532501389,2018-07-25 06:49:49
35,2.4691358024691317,7.47,1532501389,2018-07-25 06:49:49
36,-11.62790697674418,6.84,1532501389,2018-07-25 06:49:49
37,4.093567251461994,16.02,1532501389,2018-07-25 06:49:49
38,5.426356589147294,12.24,1532501389,2018-07-25 06:49:49
39,5.2631578947368345,10.799999999999999,1532501389,2018-07-25 06:49:49
40,-18.840579710144926,5.04,1532501389,2018-07-25 06:49:49
41,-9.000000000000005,8.19,1532501389,2018-07-25 06:49:49
42,8.108108108108095,7.199999999999999,1532501389,2018-07-25 06:49:49
43,6.399999999999991,11.969999999999999,1532501389,2018-07-25 06:49:49
44,-77.77777777777777,1.44,1532501389,2018-07-25 06:49:49
45,4.4444444444444375,8.459999999999999,1532501389,2018-07-25 06:49:49
46,-4.545454545454539,5.67,1532501389,2018-07-25 06:49:49
47,4.705882352941181,8.01,1532501389,2018-07-25 06:49:49
48,4.724409448818891,11.969999999999999,1532501389,2018-07-25 06:49:49
49,6.521739130434795,4.41,1532501389,2018-07-25 06:49:49
50,5.982905982905991,11.16,1532501389,2018-07-25 06:49:49
51,8.51063829787235,9.18,1532501389,2018-07-25 06:49:49
52,10.000000000000005,8.91,1532501389,2018-07-25 06:49:49
53,6.250000000000005,12.24,1532501389,2018-07-25 06:49:49
54,9.433962264150948,10.44,1532501389,2018-07-25 06:49:49
55,-14.814814814814811,2.07,1532501389,2018-07-25 06:49:49
56,0.9803921568627435,9.27,1532501389,2018-07-25 06:49:49
57,5.5555555555555465,8.549999999999999,1532501389,2018-07-25 06:49:49
58,3.100775193798445,11.969999999999999,1532501389,2018-07-25 06:49:49
59,7.462686567164183,6.4799999999999995,1532501389,2018-07-25 06:49:49
60,4.109589041095898,6.84,1532501389,2018-07-25 06:49:49
61,4.255319148936184,8.82,1532501389,2018-07-25 06:49:49
62,9.848484848484848,13.049999999999999,1532501389,2018-07-25 06:49:49
63,4.347826086956537,4.32,1532501389,2018-07-25 06:49:49
64,7.692307692307702,8.82,1532501389,2018-07-25 06:49:49
65,2.8985507246376767,6.39,1532501389,2018-07-25 06:49:49
66,0.0,2.88,1532501389,2018-07-25 06:49:49
67,-1.369863013698628,6.4799999999999995,1532501389,2018-07-25 06:49:49
68,6.8376068376068435,11.25,1532501389,2018-07-25 06:49:49
69,10.204081632653045,4.859999999999999,1532501389,2018-07-25 06:49:49
70,5.454545454545446,10.44,1532501389,2018-07-25 06:49:49
71,3.669724770642196,10.17,1532501389,2018-07-25 06:49:49
72,10.00000000000001,7.92,1532501389,2018-07-25 06:49:49
73,6.796116504854377,9.9,1532501389,2018-07-25 06:49:49
74,2.702702702702698,6.84,1532501389,2018-07-25 06:49:49
