id,growth_rate,height,timestamp
1,15.217391304347824,4.77,1532415250
10,5.97014925373135,6.39,1532415250
100,0.8547008547008534,10.62,1532415250
11,10.309278350515447,9.629999999999999,1532415250
12,0.0,7.109999999999999,1532415250
13,3.8834951456310622,9.629999999999999,1532415250
14,3.1578947368421213,8.82,1532415250
15,0.0,4.859999999999999,1532415250
16,13.793103448275861,8.91,1532415250
17,6.428571428571432,13.41,1532415250
18,1.6666666666666805,10.98,1532415250
19,5.454545454545446,10.44,1532415250
2,0.0,5.58,1532415250
20,0.0,7.739999999999999,1532415250
21,-5.319148936170206,8.01,1532415250
22,2.3809523809523774,3.8699999999999997,1532415250
23,5.882352941176461,9.719999999999999,1532415250
24,1.5037593984962532,12.15,1532415250
25,11.111111111111112,5.3999999999999995,1532415250
26,-12.499999999999996,4.41,1532415250
27,6.206896551724142,13.86,1532415250
28,5.357142857142849,5.31,1532415250
29,3.999999999999994,4.68,1532415250
3,9.574468085106389,9.27,1532415250
30,2.88461538461538,9.629999999999999,1532415250
31,6.349206349206339,6.029999999999999,1532415250
32,1.5873015873015848,5.76,1532415250
33,-2.1739130434782576,8.1,1532415250
34,2.649006622516552,13.95,1532415250
35,1.2500000000000104,7.29,1532415250
36,7.500000000000001,7.739999999999999,1532415250
37,6.211180124223593,15.389999999999999,1532415250
38,4.878048780487797,11.61,1532415250
39,2.702702702702698,10.26,1532415250
4,-3.84615384615384,6.75,1532415250
40,23.21428571428571,6.21,1532415250
41,-3.84615384615384,9.0,1532415250
42,10.447761194029864,6.66,1532415250
43,7.758620689655178,11.25,1532415250
44,5.882352941176461,6.4799999999999995,1532415250
45,-1.0989010989010972,8.1,1532415250
46,-1.4925373134328335,5.9399999999999995,1532415250
47,3.658536585365848,7.6499999999999995,1532415250
48,3.252032520325198,11.43,1532415250
49,4.545454545454539,4.14,1532415250
5,30.000000000000004,2.34,1532415250
50,588.235294117647,10.53,1532415250
51,-9.61538461538462,8.459999999999999,1532415250
52,5.882352941176474,8.1,1532415250
53,4.918032786885238,11.52,1532415250
54,55.88235294117645,9.54,1532415250
55,3.84615384615384,2.4299999999999997,1532415250
56,0.9900990099009885,9.18,1532415250
57,5.882352941176474,8.1,1532415250
58,-1.526717557251906,11.61,1532415250
59,191.30434782608694,6.029999999999999,1532415250
6,8.771929824561408,5.58,1532415250
60,108.57142857142857,6.569999999999999,1532415250
61,2.1739130434782576,8.459999999999999,1532415250
62,5.599999999999991,11.879999999999999,1532415250
63,4.545454545454539,4.14,1532415250
64,68.51851851851852,8.19,1532415250
65,-5.479452054794512,6.21,1532415250
66,0.0,2.88,1532415250
67,1.3888888888888866,6.569999999999999,1532415250
68,13.592233009708737,10.53,1532415250
69,104.16666666666666,4.41,1532415250
7,12.820512820512828,7.92,1532415250
70,7.843137254901968,9.9,1532415250
71,2.8301886792452975,9.81,1532415250
72,9.58904109589041,7.199999999999999,1532415250
73,18.390804597701145,9.27,1532415250
74,-2.6315789473684172,6.66,1532415250
75,1.0204081632653046,8.91,1532415250
76,4.2857142857142785,6.569999999999999,1532415250
77,10.769230769230768,6.4799999999999995,1532415250
78,8.256880733944941,10.62,1532415250
79,0.0,3.33,1532415250
8,3.225806451612898,5.76,1532415250
80,-60.74766355140188,3.78,1532415250
81,6.89655172413792,8.37,1532415250
82,0.0,5.31,1532415250
83,-18.666666666666664,5.49,1532415250
84,-2.5974025974025934,6.75,1532415250
85,0.0,5.76,1532415250
86,5.882352941176461,9.719999999999999,1532415250
87,-1.8404907975460214,14.399999999999999,1532415250
88,1.2658227848101247,14.399999999999999,1532415250
89,-0.9803921568627435,9.09,1532415250
9,9.67741935483871,6.12,1532415250
90,2.9411764705882306,9.45,1532415250
91,5.319148936170226,8.91,1532415250
92,6.382978723404268,9.0,1532415250
93,1.92307692307692,4.77,1532415250
94,7.894736842105268,11.07,1532415250
95,0.0,5.85,1532415250
96,-3.3112582781457034,13.139999999999999,1532415250
97,3.906249999999994,11.969999999999999,1532415250
98,0.0,14.129999999999999,1532415250
99,3.478260869565212,10.709999999999999,1532415250
